frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
37,305.01523,332.6763,266.86493,371.3827,217.41907,418.67877,158.82474,459.91754,110.34561,375.57013,185.11928,366.8995,209.9241,388.09045,220.50345,295.7828,285.11163,362.36502,329.68253,332.8717,344.22754,354.44724,452.37573,464.67017,481.96484,490.94385,461.2467,451.48608,468.78925,477.68823,451.94348,470.10986,466.39856,492.02625,0.9890114,0.9912938,0.99294907,0.76967394,0.89352,0.6024271,0.6813383,0.0121772885,0.020287275,0.026064575,0.039615035,0.0050322413,0.006474465,0.0022608638,0.0028697252,0.0017544925,0.0020451546
38,304.59384,330.9285,266.2277,368.71304,216.2136,418.13998,159.922,462.72125,113.40541,379.9818,190.62717,368.6673,212.45993,393.05927,220.41425,302.36804,283.95706,362.96558,330.59818,334.41467,343.16663,355.2115,450.98486,465.46912,473.97253,486.52216,459.3285,448.33484,468.29132,478.04565,451.01147,469.83008,465.76697,490.14636,0.9884068,0.99067104,0.99325275,0.74555206,0.9026092,0.55804086,0.6571486,0.010424197,0.019931197,0.02317673,0.039674133,0.0049604475,0.006659299,0.0023694634,0.0031618178,0.0020014346,0.0024088025
39,306.24136,333.63776,267.09042,371.6588,215.01225,419.63675,156.00406,462.95123,105.38902,377.4989,177.51144,369.82883,211.20041,391.5391,218.33052,299.08563,288.46716,365.60858,331.86295,334.96384,343.16333,353.7329,452.2951,466.76904,476.68286,490.70557,458.52557,449.3598,468.2113,477.91492,451.4124,469.58972,463.88574,487.89716,0.9889444,0.9907679,0.9938761,0.72733104,0.9110241,0.5602851,0.6622356,0.010064781,0.01881501,0.023909688,0.040165573,0.0044097006,0.0058820546,0.002194941,0.0028654933,0.0018457174,0.0021799803
40,308.0419,335.58383,267.8454,373.74203,215.33028,418.46478,159.68213,459.96997,115.40085,376.25668,188.25533,367.21194,210.279,389.70734,216.75322,298.6477,279.0179,366.14435,331.39984,335.30515,343.69254,355.91034,452.38184,466.22156,477.2577,487.08606,462.73444,452.53046,461.78387,471.5705,451.7964,472.54584,463.46912,492.35242,0.988899,0.9908886,0.9941311,0.6995103,0.9101268,0.5104274,0.58583117,0.0088401735,0.014664054,0.021236569,0.032500952,0.0042069256,0.005330533,0.0023346245,0.002888143,0.00206995,0.002323091
41,307.65048,334.96524,268.3114,374.01648,218.13167,419.64688,160.18915,458.46606,115.43675,371.58875,193.57909,363.54147,206.27295,385.55884,217.15242,289.97775,277.20352,364.83496,331.14178,335.7741,345.01498,358.4007,452.88043,466.7621,484.59375,492.3849,462.0357,454.2591,464.7495,474.9101,451.8546,474.88745,461.41016,495.01685,0.98849297,0.9907501,0.99319136,0.74617976,0.9011619,0.58668804,0.6515114,0.011881679,0.018105716,0.025662184,0.036013335,0.0050497353,0.006215006,0.0023098886,0.0028053224,0.0018158555,0.0020165741
42,308.29153,336.08478,269.96918,375.19617,219.5568,417.65277,160.38329,458.83936,115.07065,374.00235,194.10397,360.72595,207.01714,385.5916,223.00906,288.16788,295.47656,371.9392,336.34912,340.52567,342.74252,354.57263,449.54987,464.8374,481.7533,493.83148,463.04266,448.50287,462.87122,473.68854,443.8767,466.7976,453.7694,487.07135,0.98807716,0.99067974,0.99253786,0.76979196,0.8863933,0.63115764,0.67413455,0.014899522,0.01963064,0.03510809,0.044620693,0.0049773455,0.005771339,0.0024923384,0.0029399097,0.0019726455,0.0021568239
43,309.84186,338.55338,269.57745,376.63846,211.98178,419.40143,148.32253,462.18805,106.75847,374.71625,193.99588,365.37692,203.70436,384.6095,212.03842,285.7906,297.1389,376.03522,340.0989,342.29492,344.55136,352.92535,454.5835,470.33685,483.2481,503.56732,468.1573,459.55615,471.9663,482.62897,455.79053,475.36224,458.05035,484.63043,0.988088,0.98958325,0.99434817,0.6861708,0.92439675,0.58451355,0.64178324,0.010492265,0.015059084,0.025711358,0.03526956,0.0040814877,0.0048117638,0.0022689402,0.0026455522,0.0020838082,0.0022224784
44,310.63315,338.46927,270.37222,377.37238,216.00058,415.5003,164.09157,455.48944,115.647995,372.86462,187.11487,361.85297,212.15988,383.07104,226.94652,289.8692,293.53162,376.5169,340.40054,344.7115,343.17923,355.62357,448.72937,461.49316,481.94446,488.4284,464.61792,448.5381,467.0584,476.4558,450.2876,469.6549,454.3429,482.71375,0.9889507,0.99048877,0.99386835,0.7026162,0.9017668,0.5998084,0.6368894,0.01445362,0.0193806,0.03569421,0.047560662,0.004970342,0.005749792,0.002598375,0.003015101,0.0021719337,0.002324164
45,320.47858,347.8026,278.7747,383.19873,218.83824,422.60516,160.0499,462.2285,113.572205,367.1526,196.50647,367.44568,211.33263,380.7708,213.84787,286.4111,288.2261,373.5501,337.24188,340.38092,342.8931,353.86563,457.36688,470.40137,484.42938,493.57178,465.1869,448.91223,465.50732,474.82904,451.1494,470.80072,457.12817,485.29504,0.9877267,0.9881348,0.9949151,0.5936477,0.9329844,0.47750503,0.56944805,0.0070024133,0.012338817,0.020569146,0.033456683,0.0031258762,0.0039925575,0.0023807883,0.002897799,0.002467692,0.0026615262
46,331.20135,359.37592,291.05307,391.3722,228.968,423.0599,161.42453,458.07236,111.2628,377.00592,188.94714,361.5861,206.1384,375.17828,203.2804,276.49136,281.46426,375.8225,338.91763,339.41602,343.73993,348.27826,458.3307,467.13635,485.1256,494.8877,468.74268,454.83612,461.9831,469.28894,458.04913,473.47186,460.93848,485.32983,0.98846465,0.98647475,0.99592555,0.49887818,0.95196617,0.50393456,0.5672502,0.0076304376,0.011564791,0.020891666,0.030365527,0.0033001602,0.0038547218,0.0024730563,0.00270015,0.002453208,0.0023992658
47,334.80197,363.67957,294.39194,396.7443,231.58435,426.95544,163.5163,464.7431,105.54753,404.58838,169.2034,361.08932,204.78568,374.4353,200.62683,272.08682,274.83163,376.00748,339.29633,339.96292,342.47006,347.0209,455.99725,464.12952,481.6978,491.40558,472.53394,460.90887,468.32904,475.37354,461.9923,477.11743,463.98645,488.17615,0.9900479,0.98780835,0.99658763,0.4883111,0.95781195,0.54612553,0.57927096,0.008758128,0.011716008,0.020044774,0.02691406,0.0035562515,0.0039239526,0.0023478866,0.0024261475,0.0023027956,0.0021508634
48,340.533,368.12994,299.48376,401.93387,239.36531,430.6643,187.61182,457.3493,140.43805,368.49094,189.81198,363.22113,216.32272,378.40897,220.42645,282.28287,270.469,372.69318,338.3814,341.05222,344.89093,353.5815,454.39606,453.0125,498.79236,482.79474,461.26715,469.80322,470.47705,472.6922,469.5376,479.76276,463.32532,491.58875,0.9903991,0.988678,0.9958691,0.51491445,0.94142455,0.5881655,0.5629784,0.014444262,0.014238894,0.029776841,0.029761463,0.0050556064,0.0050881505,0.002494216,0.0023736358,0.0020112395,0.001801014
49,347.20853,372.84766,304.1378,402.25537,240.59076,432.48907,191.80847,465.74512,142.47261,385.62817,184.91257,376.75113,230.48557,393.26035,226.13257,315.48325,276.2864,374.5035,339.59384,341.16943,346.53305,354.66733,459.5354,449.49915,498.54602,459.96075,470.68134,464.74127,466.6969,466.09766,469.25073,476.11963,458.49335,485.83954,0.9893768,0.98507464,0.996994,0.3571726,0.96298754,0.39125073,0.49264586,0.00651592,0.016437858,0.01641947,0.034802794,0.0038990974,0.005533576,0.0025475025,0.003224969,0.0028275251,0.0030162036
